"Afghanistan","31","Area Harvested","1965","Ha","5370.00000","F "
"Afghanistan","41","Yield","1965","Hg/Ha","80819.00000","Fc"
"Afghanistan","51","Production Quantity","1965","tonnes","43400.00000","F "
"Albania","31","Area Harvested","1965","Ha","0.00000","NR"
"Albania","41","Yield","1965","Hg/Ha","0.00000","NR"
"Albania","51","Production Quantity","1965","tonnes","600.00000","F "
"Algeria","31","Area Harvested","1965","Ha","4000.00000","F "
"Algeria","41","Yield","1965","Hg/Ha","34272.00000","Fc"
"Algeria","51","Production Quantity","1965","tonnes","13709.00000",""
"Argentina","31","Area Harvested","1965","Ha","0.00000","NR"
"Argentina","41","Yield","1965","Hg/Ha","0.00000","NR"
"Argentina","51","Production Quantity","1965","tonnes","12700.00000",""
"Australia","31","Area Harvested","1965","Ha","3790.00000",""
"Australia","41","Yield","1965","Hg/Ha","113068.00000","Fc"
"Australia","51","Production Quantity","1965","tonnes","42853.00000",""
"Austria","31","Area Harvested","1965","Ha","0.00000","NR"
"Austria","41","Yield","1965","Hg/Ha","0.00000","NR"
"Austria","51","Production Quantity","1965","tonnes","12976.00000",""
"Bhutan","51","Production Quantity","1965","tonnes","0.00000","NR"
"Bulgaria","31","Area Harvested","1965","Ha","4931.00000",""
"Bulgaria","41","Yield","1965","Hg/Ha","46493.00000","Fc"
"Bulgaria","51","Production Quantity","1965","tonnes","22926.00000",""
"Cameroon","31","Area Harvested","1965","Ha","0.00000","NR"
"Cameroon","41","Yield","1965","Hg/Ha","0.00000","NR"
"Cameroon","51","Production Quantity","1965","tonnes","0.00000",""
"Canada","31","Area Harvested","1965","Ha","60.00000","F "
"Canada","41","Yield","1965","Hg/Ha","75500.00000","Fc"
"Canada","51","Production Quantity","1965","tonnes","453.00000",""
"Chile","31","Area Harvested","1965","Ha","760.00000","F "
"Chile","41","Yield","1965","Hg/Ha","50131.00000","Fc"
"Chile","51","Production Quantity","1965","tonnes","3810.00000",""
"China","31","Area Harvested","1965","Ha","1012.00000",""
"China","41","Yield","1965","Hg/Ha","99822.00000",""
"China","51","Production Quantity","1965","tonnes","10102.00000",""
"China, mainland","31","Area Harvested","1965","Ha","0.00000","NR"
"China, mainland","41","Yield","1965","Hg/Ha","0.00000","NR"
"China, mainland","51","Production Quantity","1965","tonnes","0.00000","NR"
"Cyprus","31","Area Harvested","1965","Ha","293.00000",""
"Cyprus","41","Yield","1965","Hg/Ha","23583.00000","Fc"
"Cyprus","51","Production Quantity","1965","tonnes","691.00000",""
"Czechoslovakia","31","Area Harvested","1965","Ha","0.00000","NR"
"Czechoslovakia","41","Yield","1965","Hg/Ha","0.00000","NR"
"Czechoslovakia","51","Production Quantity","1965","tonnes","11397.00000",""
"Ecuador","31","Area Harvested","1965","Ha","0.00000","NR"
"Ecuador","41","Yield","1965","Hg/Ha","0.00000","NR"
"Ecuador","51","Production Quantity","1965","tonnes","197.00000",""
"Egypt","31","Area Harvested","1965","Ha","1016.00000",""
"Egypt","41","Yield","1965","Hg/Ha","58464.00000","Fc"
"Egypt","51","Production Quantity","1965","tonnes","5940.00000",""
"France","31","Area Harvested","1965","Ha","11472.00000",""
"France","41","Yield","1965","Hg/Ha","95606.00000","Fc"
"France","51","Production Quantity","1965","tonnes","109680.00000",""
"Germany","31","Area Harvested","1965","Ha","0.00000","NR"
"Germany","41","Yield","1965","Hg/Ha","0.00000","NR"
"Germany","51","Production Quantity","1965","tonnes","1751.00000",""
"Greece","31","Area Harvested","1965","Ha","5800.00000","F "
"Greece","41","Yield","1965","Hg/Ha","46972.00000","Fc"
"Greece","51","Production Quantity","1965","tonnes","27244.00000",""
"Guadeloupe","51","Production Quantity","1965","tonnes","0.00000",""
"Hungary","31","Area Harvested","1965","Ha","0.00000","NR"
"Hungary","41","Yield","1965","Hg/Ha","0.00000","NR"
"Hungary","51","Production Quantity","1965","tonnes","68969.00000",""
"India","31","Area Harvested","1965","Ha","3000.00000","F "
"India","41","Yield","1965","Hg/Ha","30666.00000","Fc"
"India","51","Production Quantity","1965","tonnes","9200.00000","F "
"Iran, Islamic Republic of","31","Area Harvested","1965","Ha","10000.00000","F "
"Iran, Islamic Republic of","41","Yield","1990","Hg/Ha","71965.00000","Fc"
"Iran, Islamic Republic of","41","Yield","1965","Hg/Ha","39915.00000","Fc"
"Iran, Islamic Republic of","51","Production Quantity","1965","tonnes","39916.00000",""
"Iraq","31","Area Harvested","1965","Ha","0.00000","NR"
"Iraq","41","Yield","1965","Hg/Ha","0.00000","NR"
"Iraq","51","Production Quantity","1965","tonnes","10000.00000","F "
"Israel","31","Area Harvested","1965","Ha","700.00000","F "
"Israel","41","Yield","1965","Hg/Ha","115714.00000","Fc"
"Israel","51","Production Quantity","1965","tonnes","8100.00000",""
"Italy","31","Area Harvested","1965","Ha","12000.00000",""
"Italy","41","Yield","1965","Hg/Ha","59500.00000","Fc"
"Italy","51","Production Quantity","1965","tonnes","71400.00000",""
"Japan","31","Area Harvested","1965","Ha","0.00000","NR"
"Japan","41","Yield","1965","Hg/Ha","0.00000","NR"
"Japan","51","Production Quantity","1965","tonnes","0.00000","NR"
"Jordan","31","Area Harvested","1965","Ha","600.00000","F "
"Jordan","41","Yield","1965","Hg/Ha","41666.00000","Fc"
"Jordan","51","Production Quantity","1965","tonnes","2500.00000",""
"Kenya","31","Area Harvested","1965","Ha","2.00000","F "
"Kenya","41","Yield","1965","Hg/Ha","50000.00000","Fc"
"Kenya","51","Production Quantity","1965","tonnes","10.00000","F "
"Lebanon","31","Area Harvested","1965","Ha","945.00000",""
"Lebanon","41","Yield","1965","Hg/Ha","112169.00000","Fc"
"Lebanon","51","Production Quantity","1965","tonnes","10600.00000",""
"Libyan Arab Jamahiriya","31","Area Harvested","1965","Ha","0.00000","NR"
"Libyan Arab Jamahiriya","41","Yield","1965","Hg/Ha","0.00000","NR"
"Libyan Arab Jamahiriya","51","Production Quantity","1965","tonnes","300.00000",""
"Madagascar","31","Area Harvested","1965","Ha","60.00000","F "
"Madagascar","41","Yield","1965","Hg/Ha","83333.00000","Fc"
"Madagascar","51","Production Quantity","1965","tonnes","500.00000","F "
"Malta","31","Area Harvested","1965","Ha","0.00000","NR"
"Malta","41","Yield","1965","Hg/Ha","0.00000","NR"
"Malta","51","Production Quantity","1965","tonnes","0.00000","NR"
"Mexico","31","Area Harvested","1965","Ha","483.00000",""
"Mexico","41","Yield","1965","Hg/Ha","148405.00000","Fc"
"Mexico","51","Production Quantity","1965","tonnes","7168.00000",""
"Morocco","31","Area Harvested","1965","Ha","0.00000",""
"Morocco","41","Yield","1965","Hg/Ha","0.00000",""
"Morocco","51","Production Quantity","1965","tonnes","27561.00000",""
"Nepal","31","Area Harvested","1965","Ha","0.00000","NR"
"Nepal","41","Yield","1965","Hg/Ha","0.00000","NR"
"Nepal","51","Production Quantity","1965","tonnes","0.00000","NR"
"New Zealand","31","Area Harvested","1965","Ha","380.00000","F "
"New Zealand","41","Yield","1965","Hg/Ha","125526.00000","Fc"
"New Zealand","51","Production Quantity","1965","tonnes","4770.00000",""
"Occupied Palestinian Territory","31","Area Harvested","1965","Ha","0.00000","NR"
"Occupied Palestinian Territory","41","Yield","1965","Hg/Ha","0.00000","NR"
"Occupied Palestinian Territory","51","Production Quantity","1965","tonnes","0.00000","NR"
"Pakistan","31","Area Harvested","1965","Ha","1300.00000",""
"Pakistan","41","Yield","1965","Hg/Ha","70000.00000","Fc"
"Pakistan","51","Production Quantity","1965","tonnes","9100.00000",""
"Peru","31","Area Harvested","1965","Ha","0.00000","NR"
"Peru","41","Yield","1965","Hg/Ha","0.00000","NR"
"Peru","51","Production Quantity","1965","tonnes","0.00000","NR"
"Poland","31","Area Harvested","1965","Ha","0.00000","NR"
"Poland","41","Yield","1965","Hg/Ha","0.00000","NR"
"Poland","51","Production Quantity","1965","tonnes","0.00000","NR"
"Portugal","31","Area Harvested","1965","Ha","1000.00000","F "
"Portugal","41","Yield","1965","Hg/Ha","77600.00000","Fc"
"Portugal","51","Production Quantity","1965","tonnes","7760.00000",""
"Romania","31","Area Harvested","1965","Ha","0.00000","NR"
"Romania","41","Yield","1965","Hg/Ha","0.00000","NR"
"Romania","51","Production Quantity","1965","tonnes","21100.00000",""
"South Africa","31","Area Harvested","1965","Ha","3000.00000","F "
"South Africa","41","Yield","1965","Hg/Ha","95440.00000","Fc"
"South Africa","51","Production Quantity","1965","tonnes","28632.00000",""
"Spain","31","Area Harvested","1965","Ha","15100.00000",""
"Spain","41","Yield","1965","Hg/Ha","132119.00000","Fc"
"Spain","51","Production Quantity","1965","tonnes","199500.00000",""
"Switzerland","31","Area Harvested","1965","Ha","0.00000","NR"
"Switzerland","41","Yield","1965","Hg/Ha","0.00000","NR"
"Switzerland","51","Production Quantity","1965","tonnes","5000.00000",""
"Syrian Arab Republic","31","Area Harvested","1965","Ha","6000.00000","F "
"Syrian Arab Republic","41","Yield","1965","Hg/Ha","15444.00000","Fc"
"Syrian Arab Republic","51","Production Quantity","1965","tonnes","9267.00000",""
"Tunisia","31","Area Harvested","1965","Ha","15000.00000","F "
"Tunisia","41","Yield","1965","Hg/Ha","10000.00000","Fc"
"Tunisia","51","Production Quantity","1965","tonnes","15000.00000",""
"Turkey","31","Area Harvested","1965","Ha","46500.00000",""
"Turkey","41","Yield","1965","Hg/Ha","18924.00000","Fc"
"Turkey","51","Production Quantity","1965","tonnes","88000.00000",""
"United States of America","31","Area Harvested","1965","Ha","15460.00000",""
"United States of America","41","Yield","1965","Hg/Ha","132615.00000","Fc"
"United States of America","51","Production Quantity","1965","tonnes","205023.00000",""
"USSR","31","Area Harvested","1965","Ha","60000.00000","F "
"USSR","41","Yield","1965","Hg/Ha","29166.00000","Fc"
"USSR","51","Production Quantity","1965","tonnes","175000.00000","F "
"Yemen","31","Area Harvested","1965","Ha","0.00000",""
"Yemen","41","Yield","1965","Hg/Ha","0.00000","Fc"
"Yemen","51","Production Quantity","1965","tonnes","0.00000",""
"Yugoslav SFR","31","Area Harvested","1965","Ha","0.00000","NR"
"Yugoslav SFR","41","Yield","1965","Hg/Ha","0.00000","NR"
"Yugoslav SFR","51","Production Quantity","1965","tonnes","17200.00000",""
"Zimbabwe","31","Area Harvested","1965","Ha","0.00000",""
"Zimbabwe","41","Yield","1965","Hg/Ha","0.00000",""
"Zimbabwe","51","Production Quantity","1965","tonnes","0.00000",""
