"Israel","41","Yield","1995","Hg/Ha","176712.00000","Fc"
"Israel","51","Production Quantity","1995","tonnes","12900.00000",""
"Italy","31","Area Harvested","1995","Ha","14187.00000",""
"Italy","41","Yield","1995","Hg/Ha","73789.00000","Fc"
"Italy","51","Production Quantity","1995","tonnes","104685.00000",""
"Japan","31","Area Harvested","1995","Ha","0.00000","NR"
"Japan","41","Yield","1995","Hg/Ha","0.00000","NR"
"Japan","51","Production Quantity","1995","tonnes","0.00000","NR"
"Jordan","31","Area Harvested","1995","Ha","790.00000",""
"Jordan","41","Yield","1995","Hg/Ha","48101.00000","Fc"
"Jordan","51","Production Quantity","1995","tonnes","3800.00000",""
"Kazakhstan","31","Area Harvested","1995","Ha","4000.00000",""
"Kazakhstan","41","Yield","1995","Hg/Ha","20000.00000","Fc"
"Kazakhstan","51","Production Quantity","1995","tonnes","8000.00000",""
"Kenya","31","Area Harvested","1995","Ha","2.00000","F "
"Kenya","41","Yield","1995","Hg/Ha","50000.00000","Fc"
"Kenya","51","Production Quantity","1995","tonnes","10.00000","F "
"Kyrgyzstan","31","Area Harvested","1995","Ha","3500.00000",""
"Kyrgyzstan","41","Yield","1995","Hg/Ha","28571.00000","Fc"
"Kyrgyzstan","51","Production Quantity","1995","tonnes","10000.00000",""
"Lebanon","31","Area Harvested","1995","Ha","5200.00000","F "
"Lebanon","41","Yield","1995","Hg/Ha","119230.00000","Fc"
"Lebanon","51","Production Quantity","1995","tonnes","62000.00000","F "
"Libyan Arab Jamahiriya","31","Area Harvested","1995","Ha","3000.00000","F "
"Libyan Arab Jamahiriya","41","Yield","1995","Hg/Ha","50000.00000","Fc"
"Libyan Arab Jamahiriya","51","Production Quantity","1995","tonnes","15000.00000","F "
"Madagascar","31","Area Harvested","1995","Ha","120.00000","F "
"Madagascar","41","Yield","1995","Hg/Ha","91666.00000","Fc"
"Madagascar","51","Production Quantity","1995","tonnes","1100.00000","F "
"Malta","31","Area Harvested","1995","Ha","0.00000","NR"
"Malta","41","Yield","1995","Hg/Ha","0.00000","NR"
"Malta","51","Production Quantity","1995","tonnes","0.00000","NR"
"Mexico","31","Area Harvested","1995","Ha","582.00000",""
"Mexico","41","Yield","1995","Hg/Ha","60790.00000","Fc"
"Mexico","51","Production Quantity","1995","tonnes","3538.00000",""
"Moldova","31","Area Harvested","1995","Ha","1000.00000",""
"Moldova","41","Yield","1995","Hg/Ha","40000.00000","Fc"
"Moldova","51","Production Quantity","1995","tonnes","4000.00000",""
"Morocco","31","Area Harvested","1995","Ha","13700.00000",""
"Morocco","41","Yield","1995","Hg/Ha","56934.00000","Fc"
"Morocco","51","Production Quantity","1995","tonnes","78000.00000",""
"Nepal","31","Area Harvested","1995","Ha","60.00000","F "
"Nepal","41","Yield","1995","Hg/Ha","100000.00000","Fc"
"Nepal","51","Production Quantity","1995","tonnes","600.00000","F "
"New Zealand","31","Area Harvested","1995","Ha","831.00000",""
"New Zealand","41","Yield","1995","Hg/Ha","91456.00000","Fc"
"New Zealand","51","Production Quantity","1995","tonnes","7600.00000",""
"Occupied Palestinian Territory","31","Area Harvested","1995","Ha","585.00000",""
"Occupied Palestinian Territory","41","Yield","1995","Hg/Ha","29435.00000","Fc"
"Occupied Palestinian Territory","51","Production Quantity","1995","tonnes","1722.00000",""
"Pakistan","31","Area Harvested","1995","Ha","11596.00000",""
"Pakistan","41","Yield","1995","Hg/Ha","164396.00000","Fc"
"Pakistan","51","Production Quantity","1995","tonnes","190634.00000",""
"Peru","31","Area Harvested","1995","Ha","50.00000",""
"Peru","41","Yield","1995","Hg/Ha","48000.00000","Fc"
"Peru","51","Production Quantity","1995","tonnes","240.00000",""
"Poland","31","Area Harvested","1995","Ha","0.00000","NR"
"Poland","41","Yield","1995","Hg/Ha","0.00000","NR"
"Poland","51","Production Quantity","1995","tonnes","0.00000","NR"
"Portugal","31","Area Harvested","1995","Ha","637.00000",""
"Portugal","41","Yield","1995","Hg/Ha","79309.00000","Fc"
"Portugal","51","Production Quantity","1995","tonnes","5052.00000",""
"Romania","31","Area Harvested","1995","Ha","6464.00000",""
"Romania","41","Yield","1995","Hg/Ha","23613.00000","Fc"
"Romania","51","Production Quantity","1995","tonnes","15264.00000",""
"Russian Federation","31","Area Harvested","1995","Ha","16000.00000",""
"Russian Federation","41","Yield","1995","Hg/Ha","25000.00000","Fc"
"Russian Federation","51","Production Quantity","1995","tonnes","40000.00000",""
"Serbia and Montenegro","31","Area Harvested","1995","Ha","4100.00000","F "
"Serbia and Montenegro","41","Yield","1995","Hg/Ha","30082.00000","Fc"
"Serbia and Montenegro","51","Production Quantity","1995","tonnes","12334.00000",""
"Slovakia","31","Area Harvested","1995","Ha","722.00000",""
"Slovakia","41","Yield","1995","Hg/Ha","59667.00000","Fc"
"Slovakia","51","Production Quantity","1995","tonnes","4308.00000",""
"Slovenia","31","Area Harvested","1995","Ha","30.00000",""
"Slovenia","41","Yield","1995","Hg/Ha","262000.00000","Fc"
"Slovenia","51","Production Quantity","1995","tonnes","786.00000",""
"South Africa","31","Area Harvested","1995","Ha","5500.00000","F "
"South Africa","41","Yield","1995","Hg/Ha","105794.00000","Fc"
"South Africa","51","Production Quantity","1995","tonnes","58187.00000",""
"Spain","31","Area Harvested","1995","Ha","22500.00000",""
"Spain","41","Yield","1995","Hg/Ha","61644.00000","Fc"
"Spain","51","Production Quantity","1995","tonnes","138700.00000",""
"Spain","51","Production Quantity","1965","tonnes","199500.00000",""
"Switzerland","31","Area Harvested","1995","Ha","655.00000","F "
"Switzerland","41","Yield","1995","Hg/Ha","66290.00000","Fc"
"Switzerland","51","Production Quantity","1995","tonnes","4342.00000",""
"Syrian Arab Republic","31","Area Harvested","1995","Ha","8600.00000","F "
"Syrian Arab Republic","41","Yield","1995","Hg/Ha","35339.00000","Fc"
"Syrian Arab Republic","51","Production Quantity","1995","tonnes","30392.00000",""
"Tajikistan","31","Area Harvested","1995","Ha","9000.00000",""
"Tajikistan","41","Yield","1995","Hg/Ha","31555.00000","Fc"
"Tajikistan","51","Production Quantity","1995","tonnes","28400.00000",""
"The former Yugoslav Republic of Macedonia","31","Area Harvested","1995","Ha","975.00000","F "
"The former Yugoslav Republic of Macedonia","41","Yield","1995","Hg/Ha","62164.00000","Fc"
"The former Yugoslav Republic of Macedonia","51","Production Quantity","1995","tonnes","6061.00000",""
"Tunisia","31","Area Harvested","1995","Ha","17000.00000",""
"Tunisia","41","Yield","1995","Hg/Ha","15294.00000","Fc"
"Tunisia","51","Production Quantity","1995","tonnes","26000.00000",""
"Turkey","31","Area Harvested","1995","Ha","57355.00000",""
"Turkey","41","Yield","1995","Hg/Ha","48993.00000","Fc"
"Turkey","51","Production Quantity","1995","tonnes","281000.00000",""
"Turkmenistan","31","Area Harvested","1995","Ha","1500.00000",""
"Turkmenistan","41","Yield","1995","Hg/Ha","33333.00000","Fc"
"Turkmenistan","51","Production Quantity","1995","tonnes","5000.00000",""
"Ukraine","31","Area Harvested","1995","Ha","18600.00000",""
"Ukraine","41","Yield","1995","Hg/Ha","52311.00000","Fc"
"Ukraine","51","Production Quantity","1995","tonnes","97300.00000",""
"United States of America","31","Area Harvested","1995","Ha","8575.00000",""
"United States of America","41","Yield","1995","Hg/Ha","64011.00000","Fc"
"United States of America","51","Production Quantity","1995","tonnes","54890.00000",""
"Uzbekistan","31","Area Harvested","1995","Ha","12000.00000",""
"Uzbekistan","41","Yield","1995","Hg/Ha","45833.00000","Fc"
"Uzbekistan","51","Production Quantity","1995","tonnes","55000.00000",""
"Yemen","31","Area Harvested","1995","Ha","3538.00000",""
"Yemen","41","Yield","1995","Hg/Ha","18742.00000","Fc"
"Yemen","51","Production Quantity","1995","tonnes","6631.00000",""
"Zimbabwe","31","Area Harvested","1995","Ha","13.00000","F "
"Zimbabwe","41","Yield","1995","Hg/Ha","23076.00000","Fc"
"Zimbabwe","51","Production Quantity","1995","tonnes","30.00000","F "
