"Afghanistan","31","Area Harvested","1975","Ha","7080.00000","F "
"Afghanistan","41","Yield","1975","Hg/Ha","84039.00000","Fc"
"Afghanistan","51","Production Quantity","1975","tonnes","59500.00000","F "
"Albania","31","Area Harvested","1975","Ha","0.00000","NR"
"Albania","41","Yield","1975","Hg/Ha","0.00000","NR"
"Albania","51","Production Quantity","1975","tonnes","1000.00000","F "
"Algeria","31","Area Harvested","1975","Ha","6500.00000","F "
"Algeria","41","Yield","1975","Hg/Ha","34976.00000","Fc"
"Algeria","51","Production Quantity","1975","tonnes","22735.00000",""
"Argentina","31","Area Harvested","1975","Ha","0.00000","NR"
"Argentina","41","Yield","1975","Hg/Ha","0.00000","NR"
"Argentina","51","Production Quantity","1975","tonnes","19000.00000",""
"Australia","31","Area Harvested","1975","Ha","2820.00000","F "
"Australia","41","Yield","1975","Hg/Ha","99535.00000","Fc"
"Australia","51","Production Quantity","1975","tonnes","28069.00000",""
"Austria","31","Area Harvested","1975","Ha","0.00000","NR"
"Austria","41","Yield","1975","Hg/Ha","0.00000","NR"
"Austria","51","Production Quantity","1975","tonnes","9269.00000",""
"Bhutan","51","Production Quantity","1975","tonnes","0.00000","NR"
"Bulgaria","31","Area Harvested","1975","Ha","5430.00000",""
"Bulgaria","41","Yield","1975","Hg/Ha","55965.00000","Fc"
"Bulgaria","51","Production Quantity","1975","tonnes","30389.00000",""
"Cameroon","31","Area Harvested","1975","Ha","0.00000","NR"
"Cameroon","41","Yield","1975","Hg/Ha","0.00000","NR"
"Cameroon","51","Production Quantity","1975","tonnes","0.00000",""
"Canada","31","Area Harvested","1975","Ha","500.00000","F "
"Canada","41","Yield","1975","Hg/Ha","75800.00000","Fc"
"Canada","51","Production Quantity","1975","tonnes","3790.00000",""
"Chile","31","Area Harvested","1975","Ha","1379.00000",""
"Chile","41","Yield","1975","Hg/Ha","100797.00000","Fc"
"Chile","51","Production Quantity","1975","tonnes","13900.00000",""
"China","31","Area Harvested","1975","Ha","3396.00000",""
"China","41","Yield","1987","Hg/Ha","101975.00000",""
"China","41","Yield","1975","Hg/Ha","64967.00000",""
"China","51","Production Quantity","1975","tonnes","22063.00000",""
"China, mainland","31","Area Harvested","1975","Ha","0.00000","NR"
"China, mainland","41","Yield","1975","Hg/Ha","0.00000","NR"
