20081001,0,es,1
20081001,50001,da,1
20081001,120000,da,2
20081001,70000,te.d,1
20081001,190000,nl,1
20081001,20000,id.d,1
20081001,190000,pl,1
20081001,210000,cs,3
20081001,200000,commons.m,4
20081001,120000,it,30
20081001,120000,ca,1
20081001,210000,oc,1
20081001,170001,fr,3
20081001,220000,fr,8
20081001,90000,zh,1
20081001,50001,es,1
20081001,210000,da,2
20081001,30000,fr,2
20081001,0,en.d,3
20081001,100000,fr,9
20081001,110001,pl.d,1
20081001,180000,es,2
20081001,100000,id.d,1
20081001,40000,en.v,1
20081001,180000,en,1193
20081001,150000,sv,1
20081001,80000,he,1
20081001,70000,en.d,1
20081001,210000,es,1
20081001,190000,en.d,3
20081001,180000,pt,2
20081001,140000,en.d,2
20081001,140000,fr,8
20081001,210000,pl,1
20081001,0,en,1186
20081001,60000,sv,2
20081001,230001,commons.m,2
20081001,120000,pl,1
20081001,50001,en,916
20081001,210000,en,1125
20081001,20000,he,1
20081001,170001,it,19
20081001,230001,it,6
20081001,170001,fr.d,1
20081001,230001,ast,1
20081001,30000,commons.m,1
20081001,90000,da,3
20081001,40000,zh,2
20081001,40000,vi.d,1
20081001,10000,en,1134
20081001,230001,en,1025
20081001,60000,en.d,2
20081001,220000,zh.d,1
20081001,190000,fr,13
20081001,230001,vi,5
20081001,70000,en,559
20081001,190000,sl,1
20081001,150000,it,41
20081001,130000,hu.d,1
20081001,170001,en,1186
20081001,170001,en.d,2
20081001,10000,it,6
20081001,60000,it,4
20081001,220000,it,7
20081001,40000,en.d,7
20081001,40000,en,1049
20081001,220000,en,1030
20081001,150000,fr,6
20081001,180000,en.n,1
20081001,50001,it,11
20081001,170001,cs,1
20081001,100000,en,510
20081001,30000,vi.d,1
20081001,110001,fr,4
20081001,180000,da,3
20081001,220000,es,2
20081001,190000,commons.m,2
20081001,120000,fa.d,1
20081001,120000,ru,1
20081001,70000,sk,1
20081001,20000,en.d,1
20081001,130000,en.s,1
20081001,110001,sv,1
20081001,10000,ja,1
20081001,140000,de.d,1
20081001,130000,en.v,1
20081001,90000,it.v,1
20081001,120000,en,558
20081001,180000,en.d,4
20081001,130000,en.b,1
20081001,100000,nl,1
20081001,90000,en,508
20081001,140000,zh.d,2
20081001,60000,no,1
20081001,180000,nl,7
20081001,90000,es,1
20081001,190000,sv,4
20081001,230001,da,1
20081001,110001,commons.m,4
20081001,230001,ru,1
20081001,130000,ja,1
20081001,160000,da,6
20081001,120000,nl,2
20081001,100000,hu,1
20081001,90000,ru,2
20081001,60000,en,761
20081001,190000,da,3
20081001,160000,it,41
20081001,160000,sv,1
20081001,80000,oc,1
20081001,70000,es,2
20081001,140000,commons.m,1
20081001,100000,it,24
20081001,150000,en,1179
20081001,140000,pl,1
20081001,110001,en,505
20081001,210000,en.n,3
20081001,190000,it,27
20081001,140000,vi.d,1
20081001,180000,zh,1
20081001,110001,nl,1
20081001,110001,da,1
20081001,90000,sv,1
20081001,130000,fr,7
20081001,20000,es,4
20081001,90000,en.d,1
20081001,210000,it,37
20081001,170001,da,1
20081001,220000,zh,2
20081001,200000,it,22
20081001,120000,en.b,1
20081001,220000,commons.m,2
20081001,70000,www,1
20081001,100000,vi,4
20081001,160000,en.d,1
20081001,110001,it,40
20081001,0,fr,2
20081001,220000,www,1
20081001,120000,fr,8
20081001,170001,commons.m,2
20081001,30000,en,1151
20081001,180000,fr,12
20081001,150000,da,3
20081001,230001,fr,7
20081001,120000,en.q,1
20081001,140000,it,33
20081001,90000,it,28
20081001,60000,fr,3
20081001,70000,it,16
20081001,0,commons.m,1
20081001,100000,sv,1
20081001,120000,en.d,2
20081001,230001,en.d,5
20081001,20000,fr,2
20081001,200000,ro,1
20081001,30000,de,1
20081001,100000,da,1
20081001,130000,commons.m,5
20081001,130000,en.q,3
20081001,170001,sv,1
20081001,20000,vi.d,1
20081001,80000,fr,4
20081001,60000,commons.m,1
20081001,130000,en.n,1
20081001,70000,sv,1
20081001,130000,en.d,3
20081001,120000,commons.m,3
20081001,150000,en.d,3
20081001,100000,io.d,2
20081001,120000,www,1
20081001,80000,ru,1
20081001,0,da,1
20081001,150000,en.n,1
20081001,180000,ca,1
20081001,110001,ru,2
20081001,20000,ar.d,2
20081001,130000,en,823
20081001,200000,fr,4
20081001,210000,commons.m,11
20081001,180000,it,25
20081001,110001,en.d,2
20081001,70000,fi,1
20081001,190000,es,1
20081001,80000,sv,2
20081001,80000,sq,1
20081001,90000,fr,6
20081001,90000,fi,1
20081001,90000,oc,1
20081001,190000,en,1177
20081001,160000,ru,2
20081001,70000,fr,1
20081001,90000,el.d,1
20081001,150000,commons.m,3
20081001,50001,commons.m,1
20081001,140000,sv,1
20081001,160000,fr,2
20081001,40000,he,1
20081001,160000,commons.m,2
20081001,80000,it,24
20081001,10000,www,1
20081001,220000,nl.s,1
20081001,60000,da,1
20081001,30000,te.d,2
20081001,80000,en,459
20081001,90000,zh.d,2
20081001,160000,en,1263
20081001,130000,ru,1
20081001,190000,he,1
20081001,50001,en.b,1
20081001,30000,en.d,2
20081001,50001,en.d,1
20081001,190000,ru,2
20081001,110001,ca,1
20081001,20000,it,9
20081001,40000,it,3
20081001,60000,vi.d,2
20081001,130000,ru.d,2
20081001,220000,da,1
20081001,130000,sv,2
20081001,40000,www,1
20081001,210000,sv,2
20081001,140000,nl,3
20081001,220000,en.d,1
20081001,210000,fr,5
20081001,70000,commons.m,3
20081001,0,it,4
20081001,30000,zh,1
20081001,220000,en.b,3
20081001,180000,commons.m,1
20081001,220000,en.n,2
20081001,120000,sv,2
20081001,110001,vi,2
20081001,200000,da,4
20081001,20000,da,1
20081001,30000,vi,1
20081001,220000,pt,2
20081001,20000,commons.m,2
20081001,130000,it,24
20081001,160000,www,1
20081001,150000,ja,2
20081001,200000,en.d,1
20081001,70000,de,1
20081001,20000,ru,1
20081001,20000,en,1196
20081001,110001,zh,1
20081001,30000,nostalgia,1
20081001,70000,da,1
20081001,40000,commons.m,2
20081001,90000,ja,1
20081001,200000,en,1179
20081001,140000,en,1057
20081001,70000,rm.d,1
20081001,130000,da,5
20081001,100000,zh,1
20081001,200000,hu,1
20081001,230001,ja,1
20081001,70000,no,1
20081001,70000,nl,1
20081001,200000,sv,1
20081001,10000,tr,1
20081001,120000,en.s,1
20081001,120000,en.n,1
20081001,110001,gl,1
20081001,10000,commons.m,2
20081001,150000,es,2
20081002,70000,commons.m,2
20081002,140000,it,42
20081002,80000,it,15
20081002,40000,ast,1
20081002,210000,simple,1
20081002,80000,en.d,3
20081002,100000,es,1
20081002,50001,te.d,2
20081002,200000,commons.m,1
20081002,210000,da,2
20081002,50001,sv,1
20081002,60000,it,1
20081002,50001,commons.m,1
20081002,160000,it,45
20081002,140000,et.d,1
20081002,140000,cs,1
20081002,210000,en,1579
20081002,90000,bg,1
20081002,10000,da,2
20081002,40000,en.n,1
20081002,40000,en.d,3
20081002,60000,sv,2
20081002,120000,commons.m,1
20081002,220000,zh,1
20081002,30000,en,1086
20081002,100000,en,416
20081002,220000,commons.m,3
20081002,150000,zh,1
20081002,0,sv,2
20081002,190000,ca,4
20081002,40000,zh.d,1
20081002,70000,it,4
20081002,150000,da,1
20081002,140000,en,868
20081002,80000,fr,1
20081002,20000,nl,2
20081002,140000,en.d,1
20081002,190000,en,1395
20081002,180000,en,1378
20081002,160000,de,3
20081002,220000,en.s,2
20081002,180000,it,24
20081002,140000,ru,1
20081002,130000,en.d,2
20081002,130000,pl,1
20081002,110001,www,2
20081002,20000,it,1
20081002,0,fr,3
20081002,110001,en.d,2
20081002,140000,fr,5
20081002,180000,es,1
20081002,60000,ru,1
20081002,230001,sv,4
20081002,110001,vi,1
20081002,10000,en.d,3
20081002,200000,pt,2
20081002,180000,fr,10
20081002,30000,es,1
20081002,230001,ru,2
20081002,190000,da,1
20081002,190000,en.d,4
20081002,80000,commons.m,7
20081002,200000,es,3
20081002,90000,commons.m,4
20081002,160000,commons.m,1
20081002,200000,en,1373
20081002,20000,da,1
20081002,170001,en.d,4
20081002,50001,en,804
20081002,220000,en.d,3
20081002,30000,fr,3
20081002,20000,commons.m,3
20081002,50001,pl,1
20081002,30000,ja,3
20081002,220000,cs,1
20081002,100000,it,24
20081002,170001,fr,11
20081002,220000,sv,1
20081002,100000,ca,1
20081002,140000,sv,1
20081002,20000,ca,1
20081002,20000,es,1
20081002,180000,en.d,1
20081002,50001,da,1
20081002,230001,en.d,2
20081002,90000,da,5
20081002,120000,it,14
20081002,160000,en.d,3
20081002,120000,en,539
20081002,170001,en,1212
20081002,90000,es,7
20081002,140000,da,1
20081002,40000,ja,2
20081002,160000,en,1085
20081002,210000,nl,1
20081002,190000,sv,4
20081002,70000,en,561
20081002,40000,it,7
20081002,200000,it,27
20081002,40000,ru,1
20081002,70000,zh.d,1
20081002,30000,zh,1
20081002,160000,vi.d,1
20081002,180000,ja,1
20081002,0,en.d,6
20081002,20000,en.n,1
20081002,100000,ru,1
20081002,210000,fr,8
20081002,40000,www,1
20081002,190000,it,33
20081002,50001,en.d,3
20081002,200000,da,1
20081002,20000,en,1110
20081002,110001,fi,1
20081002,110001,ja,1
20081002,130000,da,1
20081002,200000,fr,6
20081002,50001,ast,1
20081002,10000,it,2
20081002,0,en,1139
20081002,10000,commons.m,2
20081002,190000,commons.m,2
20081002,220000,it,21
20081002,130000,vi.d,1
20081002,110001,el.d,1
20081002,220000,en,1329
20081002,30000,bn,1
20081002,60000,en.d,3
20081002,170001,ca,2
20081002,20000,gl,1
20081002,90000,ru,2
20081002,190000,zh,2
20081002,110001,de.d,1
20081002,110001,en,425
20081002,170001,es,1
20081002,30000,commons.m,1
20081002,90000,no,1
20081002,10000,fr,3
20081002,90000,it,13
20081002,150000,en,1089
20081002,80000,ja,3
20081002,220000,ru,2
20081002,150000,it,25
20081002,150000,fr.d,1
20081002,110001,ta.d,1
20081002,130000,sv,1
20081002,110001,sv,1
20081002,90000,en,413
20081002,220000,da,2
20081002,30000,it,2
20081002,110001,zh,1
20081002,80000,ru,1
20081002,90000,en.n,3
20081002,150000,nl,4
20081002,160000,fr,7
20081002,70000,da,4
20081002,180000,da,1
20081002,40000,commons.m,2
20081002,60000,en,595
20081002,120000,de,2
20081002,120000,da,1
20081002,140000,pl,1
20081002,160000,en.n,1
20081002,130000,fr,5
20081002,210000,zh,1
20081002,40000,th,1
20081002,180000,nl,1
20081002,100000,fr,3
20081002,60000,da,1
20081002,210000,commons.m,2
20081002,30000,ta.d,2
20081002,150000,en.d,4
20081002,100000,commons.m,6
20081002,180000,ru,2
20081002,150000,en.n,1
20081002,130000,es,1
20081002,150000,fr,6
20081002,10000,en,1016
20081002,110001,it,9
20081002,10000,es,2
20081002,130000,ja,1
20081002,30000,ru,1
20081002,130000,en,648
20081002,30000,en.d,2
20081002,90000,ja,1
20081002,120000,en.q,1
20081002,80000,en,417
20081002,130000,it,20
20081002,90000,fr,4
20081002,60000,commons.m,2
20081002,200000,en.d,6
20081002,80000,no,1
20081002,130000,commons.m,3
20081002,0,commons.m,3
20081002,180000,commons.m,3
20081002,210000,en.d,3
20081002,230001,fr,8
20081002,180000,sv,2
20081002,80000,da,2
20081002,220000,nl.b,1
20081002,170001,it,25
20081002,210000,en.n,1
20081002,90000,fi,2
20081002,230001,it,11
20081002,140000,commons.m,2
20081002,150000,commons.m,4
20081002,40000,en,832
20081002,20000,zh.d,2
20081002,220000,fr,3
20081002,210000,sv,1
20081002,170001,nl,4
20081002,230001,en,1202
20081002,110001,da,2
20081002,200000,sv,1
20081002,210000,it,23
20081002,0,it,9
20081002,90000,ar.d,1
20081002,190000,fr,5
20081002,50001,it,2
20081002,120000,fr,5
20081002,160000,ja,2
20081002,190000,fa,2
20081002,60000,io.d,2
20081002,20000,en.d,1
20081002,110001,fr,5
20081002,80000,sv,2
20081002,60000,en.b,1
20081002,40000,vi,1
20081002,110001,commons.m,2
20081002,40000,de.d,1
20081002,100000,en.d,1
20081002,100000,da,4
20081003,180000,www,1
20081003,230000,se,2
20081003,220001,sv,2
20081003,120000,sv,8
20081003,50001,oc,2
20081003,30000,ast,1
20081003,10000,af,1
20081003,170000,es,2
20081003,30000,fr,1
20081003,230000,da,3
20081003,110001,fa.d,1
20081003,180000,nostalgia,1
20081003,140000,fr,56
20081003,90000,fr.d,3
20081003,170000,fr,47
20081003,200000,www,1
20081003,80000,nl,1
20081003,220001,en.d,1
20081003,10000,ja,2
20081003,220001,vi.d,2
20081003,100000,en,436
20081003,70000,fr.d,3
20081003,60000,it,6
20081003,170000,commons.m,10
20081003,220001,fr,27
20081003,80000,en,468
20081003,150000,en.d,2
20081003,30000,en.d,1
20081003,90000,pt,1
20081003,120000,fr,78
20081003,160001,it,27
20081003,50001,it,2
20081003,170000,en,1045
20081003,230000,sw,1
20081003,210000,fr,46
20081003,170000,fr.d,2
20081003,230000,sv,2
20081003,210000,en.d,2
20081003,200000,sv,4
20081003,100000,en.d,1
20081003,150000,it,25
20081003,80000,da,3
20081003,0,en.d,4
20081003,70000,da,3
20081003,220001,en.s,1
20081003,170000,zh.d,1
20081003,150000,ca,4
20081003,110001,it,21
20081003,200000,commons.m,2
20081003,220001,it,12
20081003,120000,ru,1
20081003,190000,it,25
20081003,60000,oc,1
20081003,100000,fr,66
20081003,210000,fr.d,4
20081003,170000,nl,1
20081003,180000,sv,4
20081003,200000,da,3
20081003,220001,zh,1
20081003,160001,en.d,6
20081003,190000,en,1271
20081003,220001,fr.d,1
20081003,150000,fr,43
20081003,190000,nl,1
20081003,160001,commons.m,3
20081003,150000,la,1
20081003,220001,ja,1
20081003,110001,nl,1
20081003,60000,ja,1
20081003,120000,ja,1
20081003,70000,zh.d,3
20081003,150000,en,1084
20081003,10000,fr,3
20081003,170000,it,23
20081003,100000,sv,4
20081003,40000,it,3
20081003,120000,en.d,5
20081003,110001,sv,5
20081003,110001,en,489
20081003,20000,it,20
20081003,70000,it,18
20081003,10000,en.d,3
20081003,200000,en,1177
20081003,50001,fr,8
20081003,120000,pl,1
20081003,200000,fa.d,1
20081003,140000,fr.d,1
20081003,20000,pl,1
20081003,80000,ast,1
20081003,160001,fr.d,3
20081003,30000,es,3
20081003,120000,commons.m,2
